# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	51285	52304	-	WP_003667369.1	WP_003667369.1		class 1b ribonucleoside-diphosphate reductase subunit beta			HMPREF0536_RS01870	1020	339	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	52419	54590	-							HMPREF0536_RS01875	2172		old_locus_tag=HMPREF0536_10348
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	52419	54590	-	WP_003667371.1	WP_003667371.1		class 1b ribonucleoside-diphosphate reductase subunit alpha			HMPREF0536_RS01875	2172	723	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	54690	54911	-							HMPREF0536_RS01880	222		old_locus_tag=HMPREF0536_10349
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	54690	54911	-	WP_003666324.1	WP_003666324.1		glutaredoxin-like protein NrdH			HMPREF0536_RS01880	222	73	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	55169	55681	+							HMPREF0536_RS01885	513		old_locus_tag=HMPREF0536_10350
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	55169	55681	+	WP_003667373.1	WP_003667373.1		nucleoside deaminase			HMPREF0536_RS01885	513	170	
gene	SRP_RNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	55717	55814	+					ffs		HMPREF0536_RS10695	98		
ncRNA	SRP_RNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	55717	55814	+				signal recognition particle sRNA small type	ffs		HMPREF0536_RS10695	98		
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	55954	57789	+							HMPREF0536_RS01890	1836		old_locus_tag=HMPREF0536_10351
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	55954	57789	+	WP_003667376.1	WP_003667376.1		DNA polymerase III subunit gamma/tau			HMPREF0536_RS01890	1836	611	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	57810	58118	+							HMPREF0536_RS01895	309		old_locus_tag=HMPREF0536_10352
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	57810	58118	+	WP_003666329.1	WP_003666329.1		nucleoid-associated protein, YbaB/EbfC family			HMPREF0536_RS01895	309	102	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	58125	58724	+							HMPREF0536_RS01900	600		old_locus_tag=HMPREF0536_10353
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	58125	58724	+	WP_035162102.1	WP_035162102.1		recombination protein RecR			HMPREF0536_RS01900	600	199	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	58729	58977	+							HMPREF0536_RS01905	249		old_locus_tag=HMPREF0536_10354
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	58729	58977	+	WP_003667379.1	WP_003667379.1		DUF2508 domain-containing protein			HMPREF0536_RS01905	249	82	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	58987	59628	+							HMPREF0536_RS01910	642		old_locus_tag=HMPREF0536_10355
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	58987	59628	+	WP_003667383.1	WP_003667383.1		thymidylate kinase			HMPREF0536_RS01910	642	213	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	59648	59971	+							HMPREF0536_RS01915	324		old_locus_tag=HMPREF0536_10356
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	59648	59971	+	WP_003666336.1	WP_003666336.1		DUF970 domain-containing protein			HMPREF0536_RS01915	324	107	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	59986	60999	+							HMPREF0536_RS01920	1014		old_locus_tag=HMPREF0536_10357
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	59986	60999	+	WP_003667385.1	WP_003667385.1		DNA polymerase III subunit delta'			HMPREF0536_RS01920	1014	337	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	61010	61360	+							HMPREF0536_RS01925	351		old_locus_tag=HMPREF0536_10358
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	61010	61360	+	WP_003667387.1	WP_003667387.1		DUF972 domain-containing protein			HMPREF0536_RS01925	351	116	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	61369	62235	+							HMPREF0536_RS01930	867		old_locus_tag=HMPREF0536_10359
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	61369	62235	+	WP_003667390.1	WP_003667390.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase			HMPREF0536_RS01930	867	288	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	62245	63006	+							HMPREF0536_RS01935	762		old_locus_tag=HMPREF0536_10360
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	62245	63006	+	WP_003667392.1	WP_003667392.1		acyl-ACP thioesterase			HMPREF0536_RS01935	762	253	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	63171	64685	+							HMPREF0536_RS01940	1515		old_locus_tag=HMPREF0536_10361
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	63171	64685	+	WP_003667393.1	WP_003667393.1		hypothetical protein			HMPREF0536_RS01940	1515	504	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	64687	66930	+							HMPREF0536_RS01945	2244		old_locus_tag=HMPREF0536_10362
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	64687	66930	+	WP_011953396.1	WP_011953396.1		RNA degradosome polyphosphate kinase			HMPREF0536_RS01945	2244	747	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	66934	67905	+							HMPREF0536_RS01950	972		old_locus_tag=HMPREF0536_10363
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	66934	67905	+	WP_003667397.1	WP_003667397.1		Ppx/GppA family phosphatase			HMPREF0536_RS01950	972	323	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	68017	69012	+							HMPREF0536_RS01955	996		old_locus_tag=HMPREF0536_10364
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	68017	69012	+	WP_003666351.1	WP_003666351.1		UDP-glucose 4-epimerase GalE			HMPREF0536_RS01955	996	331	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	69092	70207	+							HMPREF0536_RS01960	1116		old_locus_tag=HMPREF0536_10365
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	69092	70207	+	WP_003667398.1	WP_003667398.1		IS3 family transposase			HMPREF0536_RS01960	1116	371	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	70256	70468	+							HMPREF0536_RS01965	213		old_locus_tag=HMPREF0536_10366
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	70256	70468	+	WP_003667400.1	WP_003667400.1		transposase			HMPREF0536_RS01965	213	70	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	70645	71370	+							HMPREF0536_RS01970	726		old_locus_tag=HMPREF0536_10367
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	70645	71370	+	WP_003667402.1	WP_003667402.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB			HMPREF0536_RS01970	726	241	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	71354	71908	+							HMPREF0536_RS01975	555		old_locus_tag=HMPREF0536_10368
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	71354	71908	+	WP_003667403.1	WP_003667403.1		ribosomal-protein-alanine N-acetyltransferase			HMPREF0536_RS01975	555	184	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	71927	72958	+							HMPREF0536_RS01980	1032		old_locus_tag=HMPREF0536_10369
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	71927	72958	+	WP_003667405.1	WP_003667405.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD			HMPREF0536_RS01980	1032	343	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	73075	73848	-							HMPREF0536_RS01985	774		old_locus_tag=HMPREF0536_10370
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	73075	73848	-	WP_003667406.1	WP_003667406.1		pyrroline-5-carboxylate reductase			HMPREF0536_RS01985	774	257	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	73866	75110	-							HMPREF0536_RS01990	1245		old_locus_tag=HMPREF0536_10371
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	73866	75110	-	WP_011953397.1	WP_011953397.1		gamma-glutamyl-phosphate reductase			HMPREF0536_RS01990	1245	414	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	75122	75910	-							HMPREF0536_RS01995	789		old_locus_tag=HMPREF0536_10372
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	75122	75910	-	WP_003667411.1	WP_003667411.1		glutamate 5-kinase			HMPREF0536_RS01995	789	262	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	76489	77289	+							HMPREF0536_RS02000	801		old_locus_tag=HMPREF0536_10373
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	76489	77289	+	WP_003667412.1	WP_003667412.1		carbon-nitrogen family hydrolase			HMPREF0536_RS02000	801	266	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	77303	78481	+							HMPREF0536_RS02005	1179		old_locus_tag=HMPREF0536_10374
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	77303	78481	+	WP_011953399.1	WP_011953399.1		pyridoxal phosphate-dependent aminotransferase			HMPREF0536_RS02005	1179	392	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	78495	79460	+							HMPREF0536_RS02010	966		old_locus_tag=HMPREF0536_10375
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	78495	79460	+	WP_003667417.1	WP_003667417.1		ketopantoate reductase family protein			HMPREF0536_RS02010	966	321	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	79537	81147	-							HMPREF0536_RS02015	1611		old_locus_tag=HMPREF0536_10376
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	79537	81147	-	WP_003667418.1	WP_003667418.1		IS1182 family transposase			HMPREF0536_RS02015	1611	536	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	81291	83228	-							HMPREF0536_RS02020	1938		old_locus_tag=HMPREF0536_10377
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	81291	83228	-	WP_003667420.1	WP_003667420.1		ABC transporter ATP-binding protein			HMPREF0536_RS02020	1938	645	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	83469	84113	+							HMPREF0536_RS02025	645		old_locus_tag=HMPREF0536_10378
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	83469	84113	+	WP_003667422.1	WP_003667422.1		transcriptional regulator			HMPREF0536_RS02025	645	214	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84134	84313	+							HMPREF0536_RS02030	180		old_locus_tag=HMPREF0536_10379
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84134	84313	+	WP_003667423.1	WP_003667423.1		hypothetical protein			HMPREF0536_RS02030	180	59	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84348	84632	+							HMPREF0536_RS02035	285		old_locus_tag=HMPREF0536_10380
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84348	84632	+	WP_003666368.1	WP_003666368.1		co-chaperone GroES			HMPREF0536_RS02035	285	94	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84724	86352	+							HMPREF0536_RS02040	1629		old_locus_tag=HMPREF0536_10381
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84724	86352	+	WP_003667426.1	WP_003667426.1		molecular chaperone GroEL			HMPREF0536_RS02040	1629	542	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	86446	86934	+							HMPREF0536_RS02045	489		old_locus_tag=HMPREF0536_10382
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	86446	86934	+	WP_011953400.1	WP_011953400.1		prolyl-tRNA synthetase associated domain-containing protein			HMPREF0536_RS02045	489	162	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	87016	88626	+							HMPREF0536_RS02050	1611		old_locus_tag=HMPREF0536_10383
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	87016	88626	+	WP_003667428.1	WP_003667428.1		APC family permease			HMPREF0536_RS02050	1611	536	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	88711	90549	+							HMPREF0536_RS02055	1839		old_locus_tag=HMPREF0536_10384
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	88711	90549	+	WP_003667429.1	WP_003667429.1		APC family permease			HMPREF0536_RS02055	1839	612	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	90576	90836	+							HMPREF0536_RS02060	261		old_locus_tag=HMPREF0536_10385
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	90576	90836	+	WP_003667430.1	WP_003667430.1		hypothetical protein			HMPREF0536_RS02060	261	86	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	90955	91365	+							HMPREF0536_RS02065	411		old_locus_tag=HMPREF0536_10386
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	90955	91365	+	WP_003667431.1	WP_003667431.1		MarR family transcriptional regulator			HMPREF0536_RS02065	411	136	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	91365	92750	+							HMPREF0536_RS02070	1386		old_locus_tag=HMPREF0536_10387
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	91365	92750	+	WP_011953401.1	WP_011953401.1		MFS transporter			HMPREF0536_RS02070	1386	461	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	92793	93425	-							HMPREF0536_RS02075	633		old_locus_tag=HMPREF0536_10388
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	92793	93425	-	WP_003667433.1	WP_003667433.1		YigZ family protein			HMPREF0536_RS02075	633	210	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	93487	94818	+							HMPREF0536_RS02080	1332		old_locus_tag=HMPREF0536_10389
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	93487	94818	+	WP_003667434.1	WP_003667434.1		DNA/RNA helicase			HMPREF0536_RS02080	1332	443	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	94799	95479	+							HMPREF0536_RS02085	681		old_locus_tag=HMPREF0536_10390
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	94799	95479	+	WP_003667435.1	WP_003667435.1		ComF family protein			HMPREF0536_RS02085	681	226	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	95611	96159	+							HMPREF0536_RS02090	549		old_locus_tag=HMPREF0536_10391
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	95611	96159	+	WP_003667436.1	WP_003667436.1		ribosome-associated translation inhibitor RaiA			HMPREF0536_RS02090	549	182	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	96371	98734	+							HMPREF0536_RS02095	2364		old_locus_tag=HMPREF0536_10392
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	96371	98734	+	WP_003666386.1	WP_003666386.1		protein translocase subunit SecA			HMPREF0536_RS02095	2364	787	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	98735	98890	+							HMPREF0536_RS10800	156		old_locus_tag=HMPREF0536_10393
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	98735	98890	+	WP_003667437.1	WP_003667437.1		hypothetical protein			HMPREF0536_RS10800	156	51	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	98934	99932	+							HMPREF0536_RS02100	999		old_locus_tag=HMPREF0536_10394
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	98934	99932	+	WP_003667438.1	WP_003667438.1		peptide chain release factor 2			HMPREF0536_RS02100	999	332	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	99962	100297	+							HMPREF0536_RS02105	336		old_locus_tag=HMPREF0536_10395
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	99962	100297	+	WP_003673186.1	WP_003673186.1		PspC domain-containing protein			HMPREF0536_RS02105	336	111	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	100297	100653	+							HMPREF0536_RS02110	357		old_locus_tag=HMPREF0536_10396
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	100297	100653	+	WP_003670462.1	WP_003670462.1		phage holin family protein			HMPREF0536_RS02110	357	118	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	100668	101630	+							HMPREF0536_RS02115	963		old_locus_tag=HMPREF0536_10397
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	100668	101630	+	WP_003666394.1	WP_003666394.1		HPr kinase/phosphorylase			HMPREF0536_RS02115	963	320	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	101631	102458	+							HMPREF0536_RS02120	828		old_locus_tag=HMPREF0536_10398
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	101631	102458	+	WP_003667441.1	WP_003667441.1		prolipoprotein diacylglyceryl transferase			HMPREF0536_RS02120	828	275	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	102484	103500	+							HMPREF0536_RS02125	1017		old_locus_tag=HMPREF0536_10399
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	102484	103500	+	WP_003667443.1	WP_003667443.1		glycerol-3-phosphate dehydrogenase (NAD(P)(+))			HMPREF0536_RS02125	1017	338	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	103565	104479	+							HMPREF0536_RS02130	915		old_locus_tag=HMPREF0536_10400
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	103565	104479	+	WP_003666398.1	WP_003666398.1		UTP--glucose-1-phosphate uridylyltransferase			HMPREF0536_RS02130	915	304	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	104551	105285	-							HMPREF0536_RS02135	735		old_locus_tag=HMPREF0536_10401
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	104551	105285	-	WP_003667445.1	WP_003667445.1		lactate utilization protein C			HMPREF0536_RS02135	735	244	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	105278	106765	-							HMPREF0536_RS02140	1488		old_locus_tag=HMPREF0536_10402
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	105278	106765	-	WP_003667447.1	WP_003667447.1		iron-sulfur cluster-binding protein			HMPREF0536_RS02140	1488	495	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	106766	107581	-							HMPREF0536_RS02145	816		old_locus_tag=HMPREF0536_10403
